COD_ID;DIST;PAC_1;PAC_2;PAC_3;FAS_CON_P;FAS_CON_S;FAS_CON_T;SIT_ATIV;TIP_UNID;POS;ATRB_PER;TEN_LIN_SE;CAP_ELO;CAP_CHA;TAP;CONF;POSTO;POT_NOM;PER_FER;PER_TOT;DAT_CON;CTMT;UNI_TR_S;SUB;CONJ;MUN;BANC;TIP_TRAFO;MRT;DESCR;ARE_LOC;geometry;eu_dis_trs;dist_mar;main_r_dist;n_close_con;is_urb;closest_trd_i;closest_trd_dist;NODE;ENDNODE;g_degree;g_avg_ndeg;g_pagerank;dist_to_trs
4_1040341;46;452971;ET4_1040341;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;NU;POINT (627712.6169779997 8776098.670127511);-1;65956.1895187612;3868.8296909919645;1;False;2054;182.47357502462663;45297;44304;2;2.0;1.1782686341248332e-05;8170.229999999999
4_1040306;46;452681;ET4_1040306;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;15/03/2011;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;NU;POINT (626353.4179798126 8777498.606078334);-1;67798.25911914062;5529.165861999482;1;False;4111;668.6819124658571;45268;44304;1;2.0;7.175068960511034e-06;10274.810000000005
7_2070013;46;600021;ET7_2070013;0;ABC;ABCN;0;AT;38;O;2;0.38;5H;1;1.0;RA;PT;112.5;440.0;1990.0;30/09/2010;1_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;T;0; ;UB;POINT (632355.4149737856 8753247.956105636);-1;50560.23212601068;1.9985457040822983;195;True;6269;35.6638254344641;60002;48689;1;3.0;6.0924359863638305e-06;1090.4700000000003
4_1040035;46;462831;ET4_1040035;ET4_1040035;AB;AN;BN;AT;38;PD;1;0.23;1H;1;1.0;RA;PT;15.0;85.0;355.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (635724.1370160332 8773322.662057359);-1;57554.07363667851;1420.5888092902658;14;False;8962;191.94049967422845;46283;44304;2;2.0;1.2098335269066976e-05;15507.339999999993
13_1130368;46;148261;ET13_1130368;0;ABC;ABCN;0;AT;38;PD;1;0.38;2H;1;1.0;RA;PT;45.0;220.0;1000.0;18/10/2013;1_SETMG_1;2_SETMG_1;SETMG;12743;2917904;0;T;0; ;NU;POINT (631104.5580278498 8720058.23505237);-1;36539.00241924071;5473.898753338045;4;False;5214;58.16634769806252;14826;17749;2;2.5;1.0912509376209831e-05;29516.52000000001
4_1040036;46;465251;ET4_1040036;ET4_1040036;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (638696.4859638879 8773991.73208276);-1;55256.92404451248;1913.237588022989;9;False;4781;189.77295922633687;46525;44304;1;3.0;6.0924359863638305e-06;18841.78999999999
4_1040038;46;464061;ET4_1040038;ET4_1040038;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (638310.7990282972 8773035.106081862);-1;55132.71638105929;2745.2510167887726;10;False;4404;236.1200886100245;46406;44304;2;2.0;1.242612454026326e-05;20346.479999999985
6_1060355;46;255701;ET6_1060355;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;24/09/2010;2_SETMG_1;2_SETMG_1;SETMG;12743;2807501;0;T;0; ;NU;POINT (623701.882989638 8737730.572129583);-1;51109.88323851252;4972.818755077927;1;False;8589;562.5657013825221;25570;19980;1;3.0;6.0924359863638305e-06;6742.64
4_1040039;46;435371;ET4_1040039;ET4_1040039;AB;AN;BN;AT;38;PD;1;0.22;1H;1;0.957;RA;PT;15.0;100.0;440.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (638236.557017495 8772759.907124765);-1;55068.10873829672;2992.619334649101;6;False;6;285.03743991817004;43537;44304;2;2.0;1.1989072178668214e-05;20227.919999999984
4_1040349;46;407551;ET4_1040349;ET4_1040349;AB;AN;BN;AT;38;PD;1;0.22;05H;1;0.957;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (626993.9699670533 8775185.164044609);-1;66205.19747342981;3131.479063637329;0;False;2523;866.074222744661;40755;44304;2;2.0;1.2098335269066976e-05;8683.749999999998
4_1040041;46;463831;ET4_1040041;ET4_1040041;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (637982.4339894063 8771826.764054783);-1;54861.61930964136;3740.2468250133043;25;False;8442;137.42728184748503;46383;44304;2;2.5;1.0912509376209831e-05;21196.549999999992
5_1050445;46;100831;ET5_1050445;ET5_1050445;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;05/12/2017;6_SEEST_1;1_SEEST_1;SEEST;15602;2802106;0;MT;0; ;NU;POINT (669852.0690239131 8768035.156076781);-1;26448.511102512406;4655.158318381339;7;False;873;375.9658194570713;10083;13867;1;2.0;7.284332050909795e-06;20511.019999999982
4_1040042;46;463381;ET4_1040042;ET4_1040042;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (637790.3870056255 8771465.130121522);-1;54869.590189430186;3980.5803898589206;6;False;10;409.46446202955497;46338;44304;2;2.0;1.2098335269066976e-05;21645.42999999999
4_2040042;46;451891;ET4_2040042;ET4_2040042;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (623985.651039471 8781120.974050788);-1;71580.03559124758;9607.039575581712;1;False;4135;129.273525455442;45189;44304;1;2.0;6.865490204381211e-06;14663.020000000004
4_1040043;46;464281;ET4_1040043;ET4_1040043;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (637500.3089807259 8771113.729060728);-1;54973.09422621405;4175.227320459376;11;False;3681;334.7176775712151;46428;44304;2;3.0;9.93306932077257e-06;22109.879999999986
3_1030355;46;166261;ET3_1030355;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;0.957;RA;PT;30.0;170.0;740.0;02/09/2013;1_SETMG_1;2_SETMG_1;SETMG;12743;2801702;0;T;0; ;NU;POINT (633571.6580132139 8730556.437039319);-1;39066.34488034473;134.75032951999023;1;False;4041;271.4221960589207;16626;17749;1;2.0;7.284332050909795e-06;15697.139999999983
4_1040045;46;447061;ET4_1040045;ET4_1040045;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (641096.5079807173 8782772.839046849);-1;58151.55196544718;1267.0119603860467;10;False;3868;293.22761713943294;44706;44304;2;2.0;1.1989072178668214e-05;26506.74999999999
11_1111510;46;441341;ET11_1111510;ET11_1111510;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2807402;0;MT;0; ;NU;POINT (622062.5219972931 8771465.380066022);-1;69287.56522988185;1145.1118520567213;1;False;10118;434.79900205190387;44134;44304;1;2.0;7.175068960511033e-06;3186.559999999999
4_1040046;46;447131;ET4_1040046;ET4_1040046;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (641052.8099822142 8783385.263093676);-1;58565.08043757846;1158.61696331159;10;False;8639;279.55770088592044;44713;44304;2;2.0;1.2098335269066976e-05;27171.009999999987
4_1040047;46;1157501;ET4_1040047;ET4_1040047;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;MT;0; ;NU;POINT (640016.3070309898 8783865.283127658);-1;59676.09760257568;87.0505981336746;1;False;3866;630.3840171576514;115750;44304;2;2.0;1.1989072178668214e-05;28384.43
1_1010319;46;6734881;ET1_1010319;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;23/11/2015;2_SEAUA_1;2_SEAUA_1;SEAUA;15600;2800407;0;T;0; ;NU;POINT (659031.8249556754 8754669.555034345);-1;28876.767549351614;5532.954385204859;1;False;10386;288.66092605133895;673488;118079;1;3.0;5.8820033678180685e-06;15803.039999999999
1_1010318;46;509922;ET1_1010318;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;05/08/2015;2_SEAUA_1;2_SEAUA_1;SEAUA;15600;2800407;0;T;0; ;NU;POINT (658474.1589811118 8754276.271104675);-1;29301.857788600533;5148.087309421205;1;False;20;682.3954780937474;50992;118079;1;2.0;7.284332050909795e-06;16293.729999999996
4_1040002;46;399041;ET4_1040002;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;1.0;RA;PT;30.0;170.0;740.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;UB;POINT (639039.1630206929 8775887.198049942);-1;55918.657183173214;173.64393082354326;94;True;342;95.17384047032499;39904;44304;2;2.0;1.1934440633468834e-05;15978.179999999993
1_1010292;46;80211;ET1_1010292;ET1_1010292;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;23/09/2010;2_SEAUA_1;2_SEAUA_1;SEAUA;15600;2800407;0;MT;0; ;NU;POINT (657628.2680119392 8751160.159034181);-1;29240.496944295945;2290.329899765887;3;False;651;126.44959042769081;8021;118079;1;3.0;6.0924359863638305e-06;10800.479999999992
5_1050085;46;2471;ET5_1050085;0;ABC;ABCN;0;AT;38;PD;1;0.22;2H;1;1.0;RA;PT;45.0;220.0;1000.0;24/09/2010;6_SEEST_1;1_SEEST_1;SEEST;15602;2802106;0;T;0; ;UB;POINT (670726.0000024408 8756183.000065215);-1;18611.220713788996;113.76389156052885;6;False;9859;73.67838571258295;247;13867;2;2.5;1.081133984806283e-05;2087.5200000000004
4_1040005;46;399151;ET4_1040005;0;ABC;ABCN;0;AT;38;PD;1;0.22;3H;1;1.0;RA;PT;75.0;330.0;1470.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;UB;POINT (639271.9719701773 8776079.249057665);-1;55820.08508303351;303.34516965265846;114;True;3150;91.60414033333751;39915;44304;2;2.5;1.0542228903191806e-05;16192.129999999992
4_1040007;46;399261;ET4_1040007;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;1.0;RA;PT;30.0;170.0;740.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;UB;POINT (639359.8840469692 8776107.289049229);-1;55759.8989202519;391.821366415031;127;True;1470;90.95280748278927;39926;44304;2;2.5;1.0706123538789948e-05;16319.269999999991
4_1040008;46;399601;ET4_1040008;0;ABC;ABCN;0;AT;38;PD;1;0.22;3H;1;1.0;RA;PT;75.0;330.0;1470.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;UB;POINT (639014.3750451592 8775987.850081943);-1;55992.13792170115;81.30101104920259;92;True;6096;49.09822250880811;39960;44304;2;2.5;1.0305492207327826e-05;16022.099999999993
4_1040009;46;398891;ET4_1040009;0;ABC;ABCN;0;AT;38;PD;1;0.22;2H;1;1.0;RA;PT;45.0;220.0;1000.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;UB;POINT (638996.7880313395 8776417.747054573);-1;56231.92641515808;10.541036789667345;43;False;2055;206.8520820453481;39889;44304;2;2.0;1.2098335269066976e-05;16461.31999999999
11_1110244;46;441061;ET11_1110244;ET11_1110244;AB;AN;BN;AT;38;PD;1;0.23;1H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2807402;0;MT;0; ;NU;POINT (623467.7280118803 8773996.810071435);-1;68932.4380840158;3240.1081312700926;3;False;1421;310.19180155789593;44106;44304;2;1.5;1.5655812947638404e-05;5455.9299999999985
4_1040010;46;399411;ET4_1040010;0;ABC;ABCN;0;AT;38;PD;1;0.22;2H;1;1.0;RA;PT;45.0;220.0;1000.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;UB;POINT (639136.9330029631 8776647.667091325);-1;56234.19697642134;136.55542710677798;116;True;32;51.429744648534204;39941;44304;2;2.5;1.0706123538789948e-05;16733.109999999986
11_1110231;46;438991;ET11_1110231;ET11_1110231;AB;AN;BN;AT;38;PD;1;0.23;1H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2807402;0;MT;0; ;NU;POINT (619181.4260184792 8772906.401067872);-1;72493.32674387001;3571.973795713388;0;False;1415;281.9374666288639;43899;44304;1;3.0;6.0924359863638305e-06;6650.04
4_1040011;46;398811;ET4_1040011;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;1.0;RA;PT;30.0;170.0;740.0;30/09/2010;2_SESAQ_1;1_SESAQ_1;SESAQ;12737;2805802;0;T;0; ;UB;POINT (639180.7809793452 8776620.790082529);-1;56182.76902033207;182.17399503365684;117;True;30;51.429744648534204;39881;44304;2;2.0;1.1989072178668214e-05;16865.459999999992
5_1051582;46;108841;ET5_1051582;ET5_1051582;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;13/11/2018;6_SEEST_1;1_SEEST_1;SEEST;15602;2802106;0;MT;0; ;NU;POINT (665101.4140312233 8762466.148108793);-1;26755.15481581517;3368.845878841197;0;False;8947;176.03921460236273;10884;13867;2;2.0;1.1788756512937153e-05;11153.090000000004
1_2010001;46;6815401;ET1_2010001;0;ABC;ABCN;0;AT;38;O;1;0.22;5H;1;1.0;RA;PT;112.5;440.0;1990.0;06/11/2018;2_SEAUA_1;2_SEAUA_1;SEAUA;15600;2800407;0;T;0; ;UB;POINT (650756.2390375859 8754365.284035638);-1;36735.40254640407;8221.652923773214;68;True;2372;78.33797858368776;681540;118079;1;3.0;5.886050148943949e-06;1214.4200000000003
5_1050310;46;57011;ET5_1050310;ET5_1050310;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;23/09/2010;3_SEEST_1;1_SEEST_1;SEEST;15602;2802106;0;MT;0; ;NU;POINT (678262.9569890292 8756587.539055867);-1;12754.09955397834;6165.5833296471255;10;False;1857;339.8563307978288;5701;7640;2;2.0;1.2098335269066976e-05;9705.939999999991
5_1050311;46;58001;ET5_1050311;ET5_1050311;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;23/09/2010;3_SEEST_1;1_SEEST_1;SEEST;15602;2802106;0;MT;0; ;NU;POINT (678306.6770394547 8756945.486112805);-1;12941.535322200385;6039.448449435423;23;False;1240;145.77671906410774;5800;7640;2;2.5;1.0912509376209831e-05;10124.349999999993
5_1050312;46;57861;ET5_1050312;ET5_1050312;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;23/09/2010;3_SEEST_1;1_SEEST_1;SEEST;15602;2802106;0;MT;0; ;NU;POINT (678603.8760201095 8756574.67606004);-1;12478.515628964013;6472.487130700336;1;False;35;341.16160747423964;5786;7640;2;2.0;1.1989072178668214e-05;10272.359999999993
7_1070502;46;546781;ET7_1070502;ET7_1070502;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;MT;0; ;NU;POINT (634837.0239782496 8757105.573119953);-1;50681.95198410004;3896.5240439067065;1;False;2121;550.4882717450088;54678;54786;1;2.0;7.284332050909795e-06;4559.08
7_1070503;46;546741;ET7_1070503;ET7_1070503;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;MT;0; ;NU;POINT (633891.5169544298 8756845.114080437);-1;51287.972273962085;3198.2187195023557;2;False;2120;338.1794287864999;54674;54786;2;2.0;1.2098335269066976e-05;3329.14
7_1070504;46;546661;ET7_1070504;ET7_1070504;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;2_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;MT;0; ;NU;POINT (633592.4869602046 8756420.451083697);-1;51282.89755169135;2690.25912167663;4;False;8848;202.47327312627525;54666;54786;2;2.0;1.1788756512937153e-05;2809.01
7_1070505;46;546431;ET7_1070505;ET7_1070505;AB;AN;BN;AT;38;PD;1;0.23;1H;1;1.0;RA;PT;15.0;85.0;355.0;30/09/2010;2_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;MT;0; ;NU;POINT (633414.5269667347 8756141.566063814);-1;51267.34662910507;2365.7796275271276;8;False;5375;133.92524854726796;54643;54786;2;2.0;1.2098335269066976e-05;2471.49
3_1030398;46;164411;ET3_1030398;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;1.0;RA;PT;30.0;170.0;740.0;24/09/2010;1_SETMG_1;2_SETMG_1;SETMG;12743;2801702;0;T;0; ;NU;POINT (633770.777975216 8725811.884115778);-1;36750.96784346228;2407.7124458874446;1;False;10119;1695.1302571195856;16441;17749;1;2.0;6.9747532947799715e-06;22540.55
5_1051229;46;1156801;ET5_1051229;ET5_1051229;AB;AN;BN;AT;38;PD;1;0.23;1H;1;1.0;RA;PT;15.0;85.0;355.0;24/02/2012;3_SEEST_1;1_SEEST_1;SEEST;15602;2802106;0;MT;0; ;NU;POINT (683580.9109914453 8745200.898065386);-1;2657.8009105376373;9134.739430814316;7;False;276;75.02827301243649;115680;7640;2;2.5;1.1325281051049598e-05;26080.13999999998
12_1120267;46;569291;ET12_1120267;ET12_1120267;AB;AN;BN;AT;38;PD;1;0.23;1H;1;1.0;RA;PT;15.0;85.0;355.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;MT;0; ;NU;POINT (643788.7170189637 8736147.151107239);-1;32463.84331729906;2670.091510619445;1;False;8380;563.3940007633018;56929;118080;1;2.0;7.284332050909795e-06;27656.77999999999
12_1120269;46;1201961;ET12_1120269;ET12_1120269;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;3_SEITI_1;1_SEITI_1;SEITI;15601;2807600;0;MT;0; ;NU;POINT (642690.0980332978 8742791.652051453);-1;36438.256482464;595.7381183625437;2;False;763;315.8829073322656;120196;57158;1;3.0;6.0924359863638305e-06;18270.770000000004
12_1120270;46;568611;ET12_1120270;ET12_1120270;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;MT;0; ;NU;POINT (639915.4409840635 8739192.82911055);-1;37293.9345784868;2197.9412388445744;0;False;8871;1301.975620716878;56861;118080;1;2.0;7.284332050909795e-06;27303.87
12_1120274;46;574301;ET12_1120274;ET12_1120274;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;MT;0; ;NU;POINT (644250.3210117944 8738316.08812879);-1;33028.936653542325;1312.412941324521;2;False;8413;314.7366248853949;57430;118080;2;2.0;1.2098335269066976e-05;22590.969999999972
12_1120276;46;559791;ET12_1120276;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;30/09/2010;3_SEITI_1;1_SEITI_1;SEITI;15601;2807600;0;T;0; ;UB;POINT (646233.2549860153 8742276.724052526);-1;33052.17067370639;200.54074437430427;62;True;5302;82.85162582279565;55979;57158;2;2.0;1.2098335269066976e-05;21810.650000000005
12_1120278;46;569711;ET12_1120278;ET12_1120278;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;MT;0; ;NU;POINT (651397.0240426813 8738662.431063393);-1;26804.714743951856;1656.794086993712;1;False;3816;391.3954101630623;56971;118080;1;2.0;7.284332050909795e-06;26008.07000000003
12_1120279;46;559931;ET12_1120279;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;1.0;RA;PT;30.0;170.0;740.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;T;0; ;UB;POINT (647344.8449934951 8741276.842062496);-1;31602.541539550257;64.10890347387117;86;True;51;85.40660913178063;55993;118080;2;2.0;1.2098335269066976e-05;20110.08
12_1120280;46;559901;ET12_1120280;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;1.0;RA;PT;30.0;170.0;740.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;T;0; ;UB;POINT (647365.1779740553 8741193.891120458);-1;31546.299230497865;119.89124714723036;89;True;50;85.40660913178063;55990;118080;2;2.0;1.2098335269066976e-05;20207.620000000003
12_1120281;46;560011;ET12_1120281;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;T;0; ;UB;POINT (647350.8349967408 8741045.863123849);-1;31491.318756149532;248.68846269559683;61;True;51;148.7212452150477;56001;118080;1;2.0;7.284332050909795e-06;20356.500000000007
12_1120284;46;559231;ET12_1120284;0;ABC;ABCN;0;AT;38;PD;1;0.22;1H;1;1.0;RA;PT;30.0;170.0;740.0;30/09/2010;3_SEITI_1;1_SEITI_1;SEITI;15601;2807600;0;T;0; ;UB;POINT (646645.4480346832 8741536.647041367);-1;32343.05376403281;71.21669722051438;105;True;9914;85.95793481222904;55923;57158;1;2.0;7.120437415311653e-06;21792.570000000007
12_1120289;46;566041;ET12_1120289;ET12_1120289;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;MT;0; ;NU;POINT (644971.0340140949 8739707.056034358);-1;33012.20251865231;548.0303790319887;4;False;4258;278.2583742319057;56604;118080;1;2.0;7.284332050909795e-06;20896.399999999976
12_1120293;46;565961;ET12_1120293;ET12_1120293;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;MT;0; ;NU;POINT (643218.9769805861 8741544.001123395);-1;35403.979730511994;730.6443443799146;1;False;10282;633.0234357859968;56596;118080;1;2.0;7.284332050909795e-06;18610.229999999985
12_1120351;46;565721;ET12_1120351;0;ABC;ABCN;0;AT;38;PD;1;0.22;05H;1;1.0;RA;PT;15.0;100.0;440.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;T;0; ;NU;POINT (644835.1109574079 8740268.461065453);-1;33386.48415958162;28.631018717311175;59;True;9680;209.83235544620436;56572;118080;1;2.0;7.175068960511034e-06;20245.69999999997
12_1120296;46;559351;ET12_1120296;ET12_1120296;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;MT;0; ;NU;POINT (646076.7369788338 8739891.689062849);-1;32108.263950994562;1254.247024240056;5;False;8507;141.46240176802746;55935;118080;1;2.0;6.9686831230911515e-06;21048.020000000004
12_1120302;46;561021;ET12_1120302;0;ABC;ABCN;0;AT;38;PD;1;0.22;2H;1;1.0;RA;PT;45.0;220.0;1000.0;30/09/2010;3_SEAUA_1;2_SEAUA_1;SEAUA;15600;2807600;0;T;0; ;UB;POINT (646089.3570166649 8741523.220070569);-1;32832.088799592544;8.01784995556725;119;True;1692;54.4165923264808;56102;118080;2;1.5;1.5340164019819762e-05;18983.599999999988
12_1120184;46;569031;ET12_1120184;ET12_1120184;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;3_SEITI_1;1_SEITI_1;SEITI;15601;2807600;0;MT;0; ;NU;POINT (646486.3809988712 8743623.606047055);-1;33489.297106314305;1188.564199845841;3;False;3627;420.7760136146282;56903;57158;1;2.0;6.9747532947799715e-06;23367.949999999997
8_1080096;46;655361;ET8_1080096;ET8_1080096;AB;AN;BN;AT;38;O;1;0.22;05H;1;0.957;RA;PT;15.0;100.0;440.0;05/10/2010;2_SECON_1;1_SECON_1;SECON;12730;2802809;0;MT;0; ;NU;POINT (661326.493990408 8726688.803089028);-1;12545.519256486474;191.5370119021498;1;False;5743;286.67569815829427;65536;68430;3;2.0;1.8454400142133034e-05;7214.099999999997
7_1070996;46;602021;ET7_1070996;ET7_1070996;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;1_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;MT;0; ;NU;POINT (623752.8020330671 8761887.610061692);-1;62482.51525737401;2572.499866777156;2;False;62;209.15394160683223;60202;48689;2;2.0;1.3027071537456445e-05;18112.730000000007
7_1070997;46;601991;ET7_1070997;ET7_1070997;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;10.0;60.0;260.0;30/09/2010;1_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;MT;0; ;NU;POINT (623565.5030060195 8761980.693066353);-1;62689.71528686096;2545.8172667165522;1;False;61;209.15394160683223;60199;48689;1;2.0;7.284332050909795e-06;18321.90000000001
7_1070999;46;600391;ET7_1070999;ET7_1070999;AB;AN;BN;AT;38;PD;1;0.23;05H;1;1.0;RA;PT;5.0;50.0;160.0;30/09/2010;1_SEITI_1;1_SEITI_1;SEITI;15601;2803005;0;MT;0; ;NU;POINT (626475.8189589257 8760292.696122212);-1;59334.56576293786;3661.6915307642466;0;False;64;460.9167172752228;60039;48689;2;2.0;1.2098335269066976e-05;20106.55
